id,name,description,res_id,type,cd,max_stack,stackable,weight,sell_price,stall_price_lower_limit,stall_price_upper_limit,quality,is_visible
10105005,ghoul card,Ghoul Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105006,elder willow card,Elder Willow Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105007,deviruchi card,Deviruchi Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105008,nightmare card,Nightmare Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105009,cramp card,Cramp Card,99999.0,Accessory Card,0.0,,,,,,,,1
10105010,mistress card [day],Mistress Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105011,orc hero card [day],Orc Hero Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105012,marduk card,Marduk Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105013,martin card,Martin Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105014,pharaoh card [day],Pharaoh Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105015,dark illusion card,Dark Illusion Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105016,maya puple card,Maya Puple Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105017,king dramoh card [day],King Dramoh Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105018,eclipse card [night],[Night] Eclipse Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105019,dragon fly card [void],[Void] Dragon Fly Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105020,mastering card [night],[Night] Mastering Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105021,phreeoni card [void],[Void] Phreeoni Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105022,eddga card [night],[Night] Eddga Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105023,deviling card [void],[Void] Deviling Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105024,maya card [void],[Void] Maya Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105025,orc lord card [void],[Void] Orc Lord Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105026,nian card [day],Nian Card [Day],99999.0,Headgear Card,0.0,,,,,,,,1
10105027,nian card [night],Nian Card [Night],99999.0,Headgear Card,0.0,,,,,,,,1
10105028,carat card,Carat Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105029,majoruros card,Majoruros Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105030,skeleton prisoner card,Skeleton Prisoner Card,99999.0,Shoes Card,0.0,,,,,,,,1
10105031,dark priest card [void],Dark Priest Card [Void],99999.0,Headgear Card,0.0,,,,,,,,1
10105032,doppelganger card [night],Doppelganger Card [Night],99999.0,Headgear Card,0.0,,,,,,,,1
10105033,dark priest card [day],Dark Priest Card [Day],99999.0,Headgear Card,0.0,,,,,,,,1
10105034,alarm card,Alarm Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105035,joker card,Joker Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105036,clock card,Clock Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105037,clock tower manager card,Clock Tower Manager Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105038,owl duke card [void],Owl Duke Card [Void],99999.0,Headgear Card,0.0,,,,,,,,1
10105039,morroc card [void],Morroc Card [Void],99999.0,Headgear Card,0.0,,,,,,,,1
10105040,chimera card [void],Chimera Card [Void],99999.0,Headgear Card,0.0,,,,,,,,1
10105041,benimaru card,Benimaru Card,99999.0,Headgear Card,0.0,,,,,,,,1
10105042,storm dragon card [void],Storm Dragon Card [Void],99999.0,Headgear Card,0.0,,,,,,,,1
10105043,orc disaster card [void],Orc Disaster Card [Void],99999.0,Headgear Card,0.0,,,,,,,,1
10105044,红丸卡片,红丸卡片,99999.0,Headgear Card,0.0,,,,,,,,1
10105045,暴风龙卡片【冥】,暴风龙卡片【冥】,99999.0,Headgear Card,0.0,,,,,,,,1
10105046,猪头帝卡片【冥】,猪头帝卡片【冥】,99999.0,Headgear Card,0.0,,,,,,,,1
10105047,tao gunka card [void],,99999.0,Headgear Card,0.0,,,,,,,,1
10105048,tao gunka card [night],,99999.0,Headgear Card,0.0,,,,,,,,1
10105049,tao gunka card [day],,99999.0,Headgear Card,0.0,,,,,,,,1
10105050,nereid card,,99999.0,Headgear Card,0.0,,,,,,,,1
10105051,alligator card,,99999.0,Headgear Card,0.0,,,,,,,,1
10105052,mobster card,,99999.0,Headgear Card,0.0,,,,,,,,1
10105053,stalactic golem card,,99999.0,Headgear Card,0.0,,,,,,,,1
10105054,year of the tiger nian card [day],Year of the Tiger Nian Card [Day],99999.0,Headgear Card,0.0,,,,,,,,1
10105055,year of the tiger nian card [night],Year of the Tiger Nian Card [Night],99999.0,Headgear Card,0.0,,,,,,,,1
10105056,zeke card,,99999.0,Headgear Card,0.0,,,,,,,,1
10105057,beast titan card [void],,99999.0,Headgear Card,0.0,,,,,,,,1
10105060,地狱犬卡片,,99999.0,Headgear Card,0.0,,,,,,,,1
10105061,变异僵尸卡片,,99999.0,Headgear Card,0.0,,,,,,,,1
10105062,森林妖姬卡片,,99999.0,Headgear Card,0.0,,,,,,,,1
10105063,伍坦弹弓手卡片,,99999.0,Headgear Card,0.0,,,,,,,,1
10105064,堕落的大神官希巴姆卡片【冥】,,99999.0,Headgear Card,0.0,,,,,,,,1
10105065,堕落的大神官希巴姆卡片【昼】,,99999.0,Headgear Card,0.0,,,,,,,,1
10105066,腔棘鱼卡片【夜】,,99999.0,Headgear Card,0.0,,,,,,,,1
10106001,tarou card,Tarou Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106002,spore card,Spore Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106003,yoyo card,Yoyo Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106004,poporing card,Poporing Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106005,smokie card,Smokie Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106006,creamy card,Creamy Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106007,kukre card,Kukre Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106008,poison spore card,Poison Spore Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106009,pirate skeleton card,Pirate Skeleton Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106010,phen card,Phen Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106011,marine sphere card,Marine Sphere Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106012,obeaune card,Obeaune Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106013,dustiness card,Dustiness Card,99999.0,Cloak Card,0.0,,,,,,,,1
10106014,mantis card,Mantis Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106015,muka card,Muka Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106016,greatest general card,Greatest General Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106018,horong card,Horong Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106019,wormtail card,Wormtail Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106020,bongun card,Bongun Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106021,orc archer card,Orc Archer Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106024,kobold archer card,Kobold Archer Card,99999.0,Weapon Card,0.0,,,,,,,,1
10106026,osiris card [day],Osiris Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106027,zerom card,Zerom Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106028,vitata card,Vitata Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106029,beelzebub card,Beelzebub Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106031,owl baron card,Owl Baron Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106032,deniro card,Deniro Card,99999.0,Headgear Card,0.0,,,,,,,,1
10106033,wind ghost card,Wind Ghost Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106034,wraith card,Wraith Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106036,golden thief bug card [void],[Haze] Golden Thief Bug Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106037,drake card [void],[Haze] Drake Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106038,eclipse card [void],[Haze] Eclipse Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106039,mastering card [void],[Haze] Mastering Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106040,kraken card [void],[Haze] Kraken Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106041,king dramoh card [void],[Haze] King Dramoh Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106042,toad card [void],[Haze] Toad Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106043,angeling card [void],[Haze] Angeling Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106044,maya card [night],[Night] Maya Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106045,orc hero card [void],[Haze] Orc Hero Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106046,pharaoh card [void],[Haze] Pharaoh Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106047,bloody knight card,Bloody Knight Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106048,sageworm card,Sageworm Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106049,vagabond wolf card [day],Vagabond Wolf Card [Day],99999.0,Accessory Card,0.0,,,,,,,,1
10106050,doppelganger card [day],Doppelganger Card [Day],99999.0,Accessory Card,0.0,,,,,,,,1
10106051,vagabond wolf card [void],Vagabond Wolf Card [Void],99999.0,Accessory Card,0.0,,,,,,,,1
10106052,cramp card,Cramp Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106053,penomena card,Penomena Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106054,dark frame card,Dark Frame Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106055,zherlthsh card,Zherlthsh Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106056,morroc card [night],Morroc Card [Night],99999.0,Accessory Card,0.0,,,,,,,,1
10106057,mysteltainn card [void],Mysteltainn Card [Void],99999.0,Accessory Card,0.0,,,,,,,,1
10106058,timekeeper card [day],Timekeeper Card [Day],99999.0,Accessory Card,0.0,,,,,,,,1
10106059,shuna card,Shuna Card,99999.0,Accessory Card,0.0,,,,,,,,1
10106060,storm dragon card [night],Storm Dragon Card [Night],99999.0,Accessory Card,0.0,,,,,,,,1
10106061,orc disaster card [night],Orc Disaster Card [Night],99999.0,Accessory Card,0.0,,,,,,,,1
10106062,朱菜卡片,朱菜卡片,99999.0,Accessory Card,0.0,,,,,,,,1
10106063,暴风龙卡片【夜】,暴风龙卡片【夜】,99999.0,Accessory Card,0.0,,,,,,,,1
10106064,猪头帝卡片【夜】,猪头帝卡片【夜】,99999.0,Accessory Card,0.0,,,,,,,,1
10106065,lost dragon card [void],,99999.0,Accessory Card,0.0,,,,,,,,1
10106066,necromancer card [night],,99999.0,Accessory Card,0.0,,,,,,,,1
10106067,mutant dragonoid card [day],,99999.0,Accessory Card,0.0,,,,,,,,1
10106068,sea otter card,,99999.0,Accessory Card,0.0,,,,,,,,1
10106069,stem worm card,,99999.0,Accessory Card,0.0,,,,,,,,1
10106070,galapago card,,99999.0,Accessory Card,0.0,,,,,,,,1
10106071,gargoyle card,,99999.0,Accessory Card,0.0,,,,,,,,1
10106072,armin card,,99999.0,Accessory Card,0.0,,,,,,,,1
10106073,beast titan card [night],,99999.0,Accessory Card,0.0,,,,,,,,1
10106076,伍坦战士卡片,,99999.0,Accessory Card,0.0,,,,,,,,1
10106077,鬼娃树卡片,,99999.0,Accessory Card,0.0,,,,,,,,1
10106078,女妖卡片,,99999.0,Accessory Card,0.0,,,,,,,,1
10106079,苗娃佩瑞丝卡片,,99999.0,Accessory Card,0.0,,,,,,,,1
10106080,贝雷杰卡片【冥】,,99999.0,Accessory Card,0.0,,,,,,,,1
10106081,腔棘鱼卡片【冥】,,99999.0,Accessory Card,0.0,,,,,,,,1
10106082,纳户特基格卡片【昼】,,99999.0,Accessory Card,0.0,,,,,,,,1
10107001,thief bug egg card,Thief Bug Egg Card,99999.0,Accessory Card,0.0,,,,,,,,1
10107002,ambernite card,Ambernite Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107003,megalodon card,Megalodon Card,99999.0,Headgear Card,0.0,,,,,,,,1
10107004,penomena card,Penomena Card,99999.0,Off-hand Card,0.0,,,,,,,,1
10107005,thara frog card,Thara Frog Card,99999.0,Off-hand Card,0.0,,,,,,,,1
10107006,argos card,Argos Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107007,ant larva card,Ant Larva Card,99999.0,Headgear Card,0.0,,,,,,,,1
10107008,arclouze card,Arclouze Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107009,bigfoot card,Bigfoot Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107010,munak card,Munak Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107011,orc warrior card,Orc Warrior Card,99999.0,Headgear Card,0.0,,,,,,,,1
10107012,high orc card,High Orc Card,99999.0,Armor Card,0.0,,,,,,,,1
10107013,anubis card,Anubis Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107015,golden thief bug card [day],Golden Thief Bug Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107016,maya card [day],Maya Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107017,horn card,Horn Card,99999.0,Weapon Card,0.0,,,,,,,,1
10107018,sky petite card,Sky Petite Card,99999.0,Armor Card,0.0,,,,,,,,1
10107019,ancient mummy card,Ancient Mummy Card,99999.0,Off-hand Card,0.0,,,,,,,,1
10107020,executioner card,Executioner Card,99999.0,Off-hand Card,0.0,,,,,,,,1
10107021,ogretooth card,Ogretooth Card,99999.0,Off-hand Card,0.0,,,,,,,,1
10107022,mysteltainn card,Mysteltainn Card,99999.0,Weapon Card,0.0,,,,,,,,1
10201001,yellow potion,"An HP-restoring potion made from Yellow Herbs. Use to immediately restore 14,000 HP, plus 6,000 HP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 20",10201005.0,Uncategorized,,999.0,,0.1,45.0,90.0,270.0,,1
10201002,orange potion,"An HP-restoring potion made with Orange Herb. Use to immediately restore 5,000 HP, plus 500 HP every second for 10 seconds afterward. Cannot be used in PVP. Required Level: 40",10201002.0,Uncategorized,,999.0,,0.1,15.0,,,,1
10201004,red potion,"An HP-restoring potion made from Red Herbs. Use to immediately restore 2,000 HP, plus 800 HP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 1",10201004.0,Uncategorized,,999.0,,0.1,15.0,30.0,90.0,,1
10201005,white potion,"An HP-restoring potion made from White Herbs. Use to immediately restore 32,000 HP, plus 12,800 HP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 50",10201001.0,Uncategorized,,999.0,,0.1,150.0,300.0,900.0,,1
10201006,blue potion,"An SP-restoring potion made with Blue Herb. Use to immediately restore 500 SP, plus 200 SP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 1",10201006.0,Uncategorized,,999.0,,0.1,30.0,60.0,180.0,,1
10201008,yggdrasil berry,Fruit of Yggdrasil. It's said that eating it will refresh one's spirit. Completely restores the user's HP and SP. Cannot be used in PVP. Required Level: 1,10201008.0,Uncategorized,30000.0,999.0,,0.1,3000.0,6000.0,18000.0,,1
10201013,small meat piece,The taste of monster meat is amazing! This cooking ingredient can be obtained from specific monsters or purchased from vend shops.,10201013.0,Cooking Ingredient,0.0,999.0,,,60.0,120.0,360.0,,1
10201014,blue herb,A blue herb with a unique scent and energizing properties.\nUsed as a crafting material to produce Blue Medicine Kit and PVP Blue Medicine Kit.,10201014.0,Gardening Material,0.0,999.0,0.0,,90.0,180.0,540.0,,1
10201015,red herb,A red herb with a unique scent and energizing properties.\nUsed as a crafting material to produce Red Medicine Kit and PVP Red Medicine Kit.,10201015.0,Gardening Material,0.0,999.0,,,75.0,150.0,450.0,,1
10201016,yellow herb,A yellow herb with a unique scent and energizing properties.\nUsed as a crafting material to produce Yellow Medicine Kit and PVP Yellow Medicine Kit.,10201016.0,Gardening Material,0.0,999.0,,,105.0,210.0,630.0,,1
10201017,white herb,A white herb with a unique scent and energizing properties.\nUsed as a crafting material to produce White Medicine Kit and PVP White Medicine Kit.,10201017.0,Gardening Material,0.0,999.0,,,180.0,360.0,1080.0,,1
10201018,panacea,"A mysterious potion that can seemingly remove all maladies. Use to recover from most negative status effects.\nCan't be used when affected by Stun, Freeze, Petrify, or Sleep.",10201018.0,Uncategorized,5000.0,999.0,,0.1,1000.0,2000.0,6000.0,,1
10201023,yellow potion (pvp),"An HP-restoring potion made from Yellow Herbs. Use to immediately restore 14,000 HP, plus 6,000 HP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 20",10201023.0,Uncategorized,,999.0,,0.1,90.0,180.0,540.0,,1
10201024,orange potion (pvp),"An HP-restoring potion made with Orange Herb. Use to immediately restore 5,000 HP, plus 500 HP every second for 10 seconds afterward. Can only be used in PVP. Required Level: 40",10201024.0,Uncategorized,,999.0,,0.1,60.0,,,,1
10201025,red potion (pvp),"An HP-restoring potion made from Red Herbs. Use to immediately restore 2,000 HP, plus 800 HP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 1",10201025.0,Uncategorized,,999.0,,0.1,30.0,60.0,180.0,,1
10201026,white potion (pvp),"An HP-restoring potion made from White Herbs. Use to immediately restore 32,000 HP, plus 12,800 HP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 50",10201026.0,Uncategorized,,999.0,,0.1,300.0,600.0,1800.0,,1
10201027,blue potion (pvp),"An SP-restoring potion made with Blue Herb. Use to immediately restore 500 SP, plus 200 SP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 1",10201027.0,Uncategorized,,999.0,,0.1,60.0,120.0,360.0,,1
10201028,fire resistance potion,Use to reduce damage received from Fire attribute monsters 15% for 10 minutes.,10201028.0,Uncategorized,0.0,999.0,,0.1,15000.0,30000.0,90000.0,,1
10201029,water resistance potion,Use to reduce damage received from Water attribute monsters 15% for 10 minutes.,10201029.0,Uncategorized,0.0,999.0,,0.1,15000.0,30000.0,90000.0,,1
10201030,wind resistance potion,Use to reduce damage received from Wind attribute monsters 15% for 10 minutes.,10201030.0,Uncategorized,0.0,999.0,,0.1,15000.0,30000.0,90000.0,,1
10201031,earth resistance potion,Use to reduce damage received from Earth attribute monsters 15% for 10 minutes.,10201031.0,Uncategorized,0.0,999.0,,0.1,15000.0,30000.0,90000.0,,1
10201032,purple potion,"An SP-restoring potion made with Purple Herb. Use to immediately restore 2,000 SP, plus 800 SP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 40",10201032.0,Uncategorized,,999.0,,0.1,60.0,120.0,360.0,,1
10201033,purple potion (pvp),"An SP-restoring potion made with Purple Herb. Use to immediately restore 2,000 SP, plus 800 SP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 40",10201033.0,Uncategorized,,999.0,,0.1,120.0,240.0,720.0,,1
10201034,premium white potion,"An advanced HP-restoring potion made from mixed herbs. Use to immediately restore 80,000 HP, plus 32,000 HP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 75",10201034.0,Uncategorized,,999.0,,0.1,450.0,900.0,2700.0,,1
10201035,premium white potion (pvp),"An advanced HP-restoring potion made from mixed herbs. Use to immediately restore 80,000 HP, plus 32,000 HP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 75",10201035.0,Uncategorized,,999.0,,0.1,900.0,1800.0,5400.0,,1
10201040,stamina potion,A potion that emits a warm glow. Use to restore 60 Stamina.,10201005.0,Uncategorized,0.0,999.0,,0.1,1.0,,,,1
10201041,stamina reagent,"A potion that emits a warm glow, but that is smaller than the average Stamina Potion. Use to restore 10 Stamina.",10406699.0,Uncategorized,0.0,999.0,,0.1,1.0,,,,1
10202003,fly wing,An item made from clipped Chonchon wings and possessing magical power. Can be used to move to a random location on the map.,10202003.0,Uncategorized,0.0,999.0,,0.1,300.0,600.0,1800.0,,1
10202004,butterfly wing,"An item made from clipped butterfly wings, it possesses a magical power. Can be used to move to a saved location on the map.",10202004.0,Uncategorized,10000.0,999.0,,0.1,600.0,1200.0,3600.0,,1
10202022,seed of yggdrasil,"Sprout of Yggdrasil, filled with powerful vital energy. Restores 50% HP and 50% SP. Cannot be used in PVP. Required Level: 1",10201021.0,Uncategorized,30000.0,999.0,,0.1,500.0,1000.0,3000.0,,1
10202023,change name card,A card that allows one to change their name. Use to change your character's name!,10202023.0,Uncategorized,0.0,,,,100.0,,,,1
10202024,leaf of yggdrasil,"Leaf of Yggdrasil, filled with powerful vital energy. Can revive characters who have lost their ability to fight.",10202024.0,Uncategorized,0.0,999.0,,0.1,1500.0,3000.0,9000.0,,1
10202025,magical stone,There's a rumor that a person who finds a Magical Stone can use it to initialize their stats. Use to reset your Stat Points.,10202025.0,Uncategorized,5000.0,,,,100.0,,,,1
10202026,neuralizer,A stick that emits a blue light when you press the button. Those who see this light will forget parts of their memory. Can be used to reset skill points.,10202026.0,Uncategorized,5000.0,,,,100.0,,,,1
10202027,gym pass,"A special membership coupon for the gym. Use to increase your weight limit by 1,000.",10202027.0,Uncategorized,5000.0,,,,,,,,1
10202029,elemental converter (fire),"Once used, your weapon's attribute will change to Fire for a set time. Lasts 20 minutes.",10202029.0,Uncategorized,0.0,999.0,,,15000.0,30000.0,90000.0,,1
10202030,elemental converter (water),"Once used, your weapon's attribute will change to Water for a set time. Lasts 20 minutes.",10202030.0,Uncategorized,0.0,999.0,,,15000.0,30000.0,90000.0,,1
10202031,elemental converter (wind),"Once used, your weapon's attribute will change to Wind for a set time. Lasts 20 minutes.",10202031.0,Uncategorized,0.0,999.0,,,15000.0,30000.0,90000.0,,1
10202032,elemental converter (earth),"Once used, your weapon's attribute will change to Earth for a set time. Lasts 20 minutes.",10202032.0,Uncategorized,0.0,999.0,,,15000.0,30000.0,90000.0,,1
10202033,warehouse expansion voucher,"A certificate issued by Kafra Corporation, provided only to adventurers who have made contributions to the Chamber of Commerce. Use it to increase your Warehouse storage space.",10202033.0,Uncategorized,5000.0,999.0,,,,,,,1
10202034,endless atk buff,Purchase to obtain the Endless Strength Blessing.,10202034.0,Uncategorized,0.0,999.0,,,100.0,,,,1
10202035,endless m.atk buff,Purchase to obtain the Endless Magic Blessing.,10202035.0,Uncategorized,0.0,999.0,,,100.0,,,,1
10202036,endless mspd buff,Purchase to obtain the Endless Speed Blessing.,10202036.0,Uncategorized,0.0,999.0,,,100.0,,,,1
10202037,endless meditatio buff,Purchase to obtain the Endless Meditation Blessing.,10202037.0,Uncategorized,0.0,999.0,,,100.0,,,,1
